N,P,K,ph,temperature,humidity,rainfall,label
39,24,14,7.189259647,30.55472573,90.90343769,106.0711985,orange
13,23,6,7.365338111,23.96147583,90.26408017,102.6958703,orange
21,17,15,7.455991072,23.98289638,91.5473145,118.4901697,orange
33,12,8,6.822282114,25.26052689,90.31153735,117.3695296,orange
6,9,12,7.028746406,31.08368929,90.14362642,109.6894658,orange
19,7,10,6.118430299,14.78003032,91.22062116,100.1961762,orange
24,18,6,6.285312759,26.56608303,94.45239715,116.3796525,orange
9,11,8,6.559236744,24.85903405,94.39000473,111.7803734,orange
31,8,7,7.163245982,34.51465139,93.63812684,103.5684926,orange
22,17,5,6.945562889,24.12188673,90.72351622,102.835632,orange
13,5,8,7.474710503,23.85340379,90.10522549,103.923226,orange
16,8,9,7.601189843,24.60297538,91.28408653,111.2948115,orange
4,13,6,7.561143224,15.63211033,94.25966183,101.4705704,orange
0,25,14,6.361671475,19.33516809,91.97978938,116.450422,orange
8,7,10,6.929216014,28.2620488,91.98317355,105.2132259,orange
4,23,5,7.477935216,22.67594476,93.36348717,110.3332655,orange
33,14,8,7.684420446,21.03200078,92.9641969,110.6823944,orange
30,7,15,7.825531916,33.23453301,91.06053924,115.7659902,orange
21,29,12,6.438668989,22.30318989,92.15987039,117.3688104,orange
11,14,5,6.946354724,11.50322938,94.8933184,115.5683776,orange
9,8,15,7.994465371,14.34320488,94.35734702,110.2223123,orange
5,18,14,7.434118807,33.1056981,93.48447453,119.1709113,orange
29,25,14,7.781988584,30.49183837,90.4582865,113.3302105,orange
33,12,15,6.052318465,30.25578031,92.03272799,116.7173125,orange
8,16,6,7.106650373,12.22816189,90.26457428,108.4161706,orange
15,14,8,6.22094286,10.01081312,90.22399223,119.3941064,orange
16,7,8,6.420457311,22.79196751,90.60901895,116.5084074,orange
0,12,7,6.969249676,20.18432263,90.65458473,116.8130969,orange
5,25,6,6.011302181,30.72119881,94.01331956,106.8118019,orange
6,8,11,6.600948788,24.35590861,92.39651663,119.6946577,orange
10,5,5,7.817846496,21.21306973,91.35349216,112.9834361,orange
1,17,6,6.8198271,10.78689755,91.38411917,117.5293447,orange
1,30,10,7.291405641,11.89925671,91.34663797,103.5771468,orange
0,23,15,7.598729065,22.56664172,93.37488907,109.8585753,orange
24,27,9,6.157135092,18.86883219,93.24688124,119.3936976,orange
36,11,13,7.1917274,17.34083741,93.04897191,112.7194284,orange
40,21,8,7.418761774,34.90665289,92.87820148,102.1906333,orange
40,22,6,6.488221135,24.53610067,91.90997228,115.9787989,orange
32,18,13,6.044167236,13.8377282,91.74780462,107.9873218,orange
9,10,10,6.010391864,22.3551049,93.52211892,101.5164589,orange
13,16,8,6.949838549,34.74004942,93.12316972,100.1967854,orange
15,9,11,7.907956251,11.54785707,94.14861001,108.8289171,orange
29,11,5,7.639788459,23.13338811,91.94670335,104.4224145,orange
1,15,9,7.53350946,29.98364695,94.55239717,115.3560318,orange
18,5,11,6.251586885,20.87947369,90.93756231,102.4550786,orange
14,22,9,6.543191814,17.24944623,91.13772765,112.5090516,orange
33,15,7,7.651225301,15.83388699,91.68293851,109.7571416,orange
4,6,7,6.708889665,23.01014302,91.11764246,112.6738296,orange
17,16,14,6.625538653,16.39624284,92.18151927,102.944161,orange
12,20,10,6.528354932,24.45132792,93.10527686,109.4711098,orange
34,29,8,6.450640306,31.87859192,91.15248149,105.3437825,orange
39,28,10,7.181907673,31.34920143,91.48247612,109.1549823,orange
31,25,12,7.016482298,18.05142392,90.03969587,111.7793889,orange
12,6,8,6.388617138,30.84835031,92.86773675,107.4142681,orange
12,29,13,7.57125447,22.45616931,91.52781832,118.0069295,orange
26,11,11,7.609348255,13.70319166,90.95589386,106.2944879,orange
19,24,15,7.137136973,20.48954522,93.72485075,111.8391951,orange
39,21,9,6.354022554,13.20844373,94.02769434,106.2696156,orange
16,29,13,6.196907944,32.31944397,93.67804556,117.6236473,orange
36,29,13,7.829507245,20.68185224,90.91510525,109.7513927,orange
37,23,12,6.395258356,31.52675982,90.50621806,113.1169398,orange
39,9,15,7.992041984,25.35467646,91.81183218,116.7555937,orange
31,5,14,6.583411671,17.66545409,91.69865887,110.6857506,orange
18,12,8,6.206053072,12.59093977,91.81668769,119.3916718,orange
20,20,10,6.976997772,11.86631922,93.68394562,106.060149,orange
5,8,5,6.562594972,11.03367937,92.22706805,112.7715925,orange
20,8,12,7.260416405,25.2990432,94.96419851,117.9733424,orange
25,21,11,6.460044778,32.23797837,90.15406807,104.7052254,orange
14,19,14,6.699164936,17.68408797,94.35815354,108.0638166,orange
37,18,12,7.401121811,10.2708877,90.19147747,106.6955204,orange
26,15,6,6.912033409,17.22034507,94.78797376,108.0054343,orange
13,22,5,7.764040111,19.667056,90.50096668,100.1737964,orange
32,25,9,7.796034006,10.35609594,93.75652041,101.1456947,orange
19,7,9,6.969883483,27.255435,91.71369387,101.139435,orange
28,7,9,6.730757538,34.5917846,92.13229786,115.5650287,orange
24,30,11,6.601395755,32.39523995,94.51768464,113.25373,orange
7,17,10,6.465913274,10.16431299,91.22320999,106.362551,orange
18,23,8,6.41354791,21.49118657,93.43949693,101.4819888,orange
7,20,12,6.475275337,16.53460397,94.76759975,110.0447896,orange
20,23,11,6.407715561,31.8520694,90.12220323,109.9455062,orange
18,14,11,6.550814117,28.04799508,90.00621688,117.1311498,orange
34,11,10,7.36220835,31.75048899,94.59551226,115.1989301,orange
20,29,10,7.36549204,29.07412717,93.27189064,100.7896871,orange
37,24,13,7.8546243,19.14381903,90.71037456,108.0230792,orange
12,8,10,7.995848977,16.14820285,91.4448027,107.4287664,orange
34,10,14,6.725600855,34.05296914,92.05811721,116.8020848,orange
6,13,9,7.786725333,34.51423957,90.56151463,118.3271968,orange
27,30,5,7.656978112,32.71748548,90.54608254,113.328978,orange
13,8,12,7.105904818,25.16296632,92.54736032,114.3117197,orange
6,7,7,7.199106204,27.68167318,94.47316879,113.9995146,orange
40,17,15,7.871063004,21.35093384,90.9492967,107.0862095,orange
31,26,9,7.566165721,11.69894639,93.25638873,103.2005992,orange
61,68,50,6.793245417,35.21462816,91.49725058,243.0745066,papaya
58,46,45,6.576261427,42.39413392,90.79028064,88.46607497,papaya
45,47,55,6.751452932,38.4191628,91.14220381,119.2653877,papaya
39,65,53,6.560743093,35.33294932,92.11508608,235.6133585,papaya
31,68,45,6.938313356,42.92325255,90.07600528,196.2408242,papaya
70,68,45,6.991626158,33.83508569,92.85470152,203.4044028,papaya
68,62,50,6.977700268,33.20258348,92.76437927,197.5282582,papaya
34,65,47,6.833768535,23.48546973,93.71043692,191.7760562,papaya
38,68,54,6.739170045,29.33710543,90.81781439,202.0572747,papaya
69,64,47,6.993473247,40.21199348,94.50766912,186.6762324,papaya
58,51,47,6.757470637,42.13473976,91.70445386,197.402901,papaya
59,47,53,6.850663232,32.86316618,91.4618874,47.271547,papaya
44,64,54,6.74274935,29.80744318,91.38048469,232.7046126,papaya
56,57,48,6.506120752,31.56213762,93.0484859,63.62250788,papaya
69,60,54,6.98992719,36.32268069,93.06134398,141.1736926,papaya
56,58,49,6.69215564,37.13165026,94.60761797,172.4788062,papaya
49,55,53,6.544029776,38.4418717,93.63739039,77.71566883,papaya
38,51,52,6.927803911,32.66160599,90.78931681,78.85085502,papaya
54,65,47,6.721835879,27.92765919,91.55594211,149.9107557,papaya
57,57,51,6.99223441,39.01793345,91.48815629,105.8841531,papaya
39,52,53,6.704204398,32.51247398,94.65904123,51.07048113,papaya
58,67,45,6.702424548,38.72382798,91.72514851,62.62377075,papaya
61,64,52,6.641098708,43.30204933,92.83405443,110.562229,papaya
34,62,55,6.585346229,27.58548913,90.72526502,238.5008779,papaya
31,48,45,6.563134737,40.78881819,92.90951393,132.7923586,papaya
47,46,52,6.502289473,23.19451074,91.40301608,206.3999208,papaya
32,68,52,6.800321319,32.68067385,92.61715632,248.8592986,papaya
36,59,46,6.721130543,34.28879307,93.61082872,127.2509777,papaya
61,51,51,6.574677594,39.30050027,94.16193416,120.9512466,papaya
70,54,46,6.919342407,39.73149053,91.12220596,122.7628653,papaya
44,56,49,6.519779583,39.23342464,91.25589286,64.4478499,papaya
34,68,51,6.687088098,27.34734861,94.17756725,40.35153141,papaya
50,59,47,6.747975732,40.76998685,92.09278584,209.8678411,papaya
39,70,52,6.65149129,26.26559543,90.79668055,59.49373381,papaya
34,61,49,6.502675132,28.12971499,93.3210737,117.8201907,papaya
44,60,55,6.825371185,34.2804607,90.55561637,98.54047745,papaya
31,62,52,6.99104104,33.7960155,93.00754254,182.026807,papaya
65,62,51,6.511624841,31.53243779,90.87394933,207.0735119,papaya
44,57,53,6.93172108,42.30495821,90.51431779,74.876786,papaya
50,47,48,6.712772333,24.63676897,90.61964344,218.2299187,papaya
43,50,48,6.63016515,28.28222883,91.37059792,179.2720807,papaya
60,46,53,6.761953186,24.48620746,92.98254537,183.49095,papaya
70,68,55,6.691202286,42.84609252,94.63548176,78.8099639,papaya
59,62,52,6.608667684,43.67549305,93.10887229,103.8235658,papaya
60,58,51,6.840802254,42.07213781,92.92203105,165.7412972,papaya
42,60,47,6.834808348,33.46873719,92.12746225,136.8277041,papaya
35,66,47,6.953439161,31.7018373,91.66232213,48.83810592,papaya
34,65,48,6.665024508,41.41968393,90.03863107,199.3096432,papaya
36,54,46,6.662875839,42.54744013,94.94482086,214.4103848,papaya
39,64,52,6.678695788,28.91842453,94.63676767,63.68794608,papaya
37,52,47,6.54277684,43.08022702,93.90305729,211.8529059,papaya
33,47,46,6.839443833,29.20300896,93.96834049,209.4083305,papaya
34,48,48,6.805277038,41.04224355,91.37258067,181.527598,papaya
49,54,50,6.762522087,25.62446619,93.18240298,97.26336657,papaya
40,65,49,6.678449318,35.32876402,91.06138506,163.9069365,papaya
68,52,49,6.577192175,24.42561272,92.27749066,63.35298768,papaya
50,46,52,6.734005648,31.18298415,90.21646909,54.01872359,papaya
65,63,50,6.524459342,31.88342554,91.3256535,79.27201575,papaya
40,49,47,6.501521192,42.93368602,91.1756748,246.3613268,papaya
42,53,48,6.758479569,23.11407669,94.31994776,231.5153161,papaya
49,55,51,6.676578778,24.87212063,93.90560147,135.1694525,papaya
59,62,49,6.941496806,43.36051537,93.35191636,114.778071,papaya
63,58,47,6.864143752,26.83054058,90.75379971,144.6656444,papaya
70,65,52,6.583528529,30.42012134,93.12659793,75.95295,papaya
63,50,52,6.751747609,28.64555584,93.22642604,115.8163936,papaya
40,64,47,6.893509446,32.50037548,93.47888842,71.73759526,papaya
63,58,50,6.720744449,43.03714283,94.6428898,41.5856585,papaya
45,58,49,6.827812549,30.10773379,90.34546355,75.24521981,papaya
66,69,47,6.912299695,23.69212243,93.61055571,87.53393983,papaya
54,67,52,6.586107335,35.67667332,93.30641944,141.3381168,papaya
69,67,52,6.827305908,27.71948962,94.43877142,82.83061083,papaya
67,68,49,6.821774589,35.26824831,92.38282957,149.8488208,papaya
45,57,47,6.656458831,23.16855863,90.78821158,161.6892093,papaya
56,50,52,6.770384816,33.08706051,92.25197542,88.1300769,papaya
70,50,53,6.933809743,37.4620912,90.44967809,172.3458448,papaya
44,47,45,6.579441304,38.73218907,94.73613484,218.142147,papaya
50,60,47,6.92791761,32.57720726,92.74889453,93.7942847,papaya
52,51,53,6.985804083,38.38231475,93.10378595,210.2735346,papaya
35,68,45,6.612429546,42.93605359,90.09448142,234.8466111,papaya
68,69,52,6.813383387,25.65492304,92.74501561,52.95477913,papaya
32,55,52,6.9677596,37.58899717,91.99740365,159.6577388,papaya
32,55,51,6.57398033,29.60718808,93.15642801,62.68710535,papaya
48,62,47,6.803094965,25.34756111,93.02871078,174.4012337,papaya
39,69,53,6.964955435,25.9300384,93.02357765,241.8202079,papaya
49,61,45,6.764213299,32.76795887,94.57377401,240.4795923,papaya
48,57,54,6.617703178,29.02328049,90.20396783,126.8069869,papaya
69,66,49,6.52711001,40.00439101,90.17015833,92.11877372,papaya
53,55,55,6.709668804,33.32315744,91.25271223,234.496633,papaya
38,61,52,6.620729882,31.22790131,94.94021378,46.44279118,papaya
57,64,55,6.583760499,26.68386496,92.9585411,62.50689682,papaya
51,57,55,6.676407337,24.70528368,90.14732171,108.4103158,papaya
56,65,45,6.751298936,38.2016825,93.97379963,218.0908814,papaya
54,66,52,6.867554147,36.56769731,93.79503425,104.4218596,papaya
58,55,47,6.742490027,26.05375792,93.69111672,240.6863901,papaya
68,70,54,6.986228647,31.29986342,92.76039164,54.77830202,papaya
42,59,55,6.979102243,40.10207731,94.35110201,149.1199989,papaya
43,64,47,6.825664782,38.58954491,91.58076549,102.2708231,papaya
35,67,49,6.617066674,41.31330062,91.1508798,239.7427554,papaya
56,59,55,6.551892638,37.03551903,91.79430166,188.5181422,papaya
39,64,53,6.598860305,23.0124018,91.07355541,208.3357976,papaya
18,30,29,6.420018717,26.7627493,92.86056895,224.5903664,coconut
37,23,28,5.740054567,25.61294367,94.3138837,224.3206759,coconut
13,28,33,5.686972967,28.130115,95.64807631,151.0761899,coconut
2,21,35,6.293662363,25.02887163,91.53720922,179.8248944,coconut
10,18,35,6.381975465,27.79797651,99.64573002,181.6942283,coconut
7,11,32,5.542169139,29.25902906,95.11294697,184.7624496,coconut
39,5,31,5.551963184,27.10134661,93.69979946,150.9502632,coconut
34,6,27,5.860740481,25.84726298,90.92669463,147.8888994,coconut
31,30,29,5.558807063,26.58580443,90.98617591,178.8116076,coconut
25,7,35,5.55771171,28.38503882,99.18843684,189.6711349,coconut
16,18,26,5.568365926,28.43647052,91.81320717,145.5414413,coconut
26,10,33,6.07071786,28.27298134,96.93649473,198.8234862,coconut
27,8,32,5.627860549,27.00648436,96.46168931,144.3331315,coconut
37,18,30,6.38488418,27.63551259,99.34854917,157.9171537,coconut
19,15,34,5.685889066,26.29644905,99.65809151,215.9195049,coconut
0,19,33,6.234458417,27.1326009,95.23797989,204.7206567,coconut
31,20,26,6.443168642,25.56567803,97.61361544,199.7936345,coconut
9,17,32,5.842317989,25.94951662,93.40548703,172.0540491,coconut
22,11,29,5.955742971,28.03380598,95.01630593,218.0055713,coconut
31,6,26,5.741367375,29.12859129,91.30924833,157.2388553,coconut
34,6,30,5.948342571,27.0828252,97.00155491,171.7575545,coconut
24,6,32,6.387067562,28.11321494,90.01734526,172.4813641,coconut
1,8,26,5.562911913,27.5136304,94.18955816,156.6732553,coconut
31,13,33,5.85971872,27.63834933,95.48763389,205.5463111,coconut
10,9,28,6.282955073,29.01256899,94.01014388,150.0500312,coconut
36,27,26,6.25449571,26.58413917,95.78923137,171.6262299,coconut
38,24,33,5.973853124,28.28905147,97.00396405,142.9403233,coconut
11,6,25,6.081568052,28.69164799,96.65248672,178.9635457,coconut
16,14,30,6.37466756,29.70931288,96.30484325,209.8453993,coconut
33,14,35,6.027707171,27.14865285,96.66355213,149.2433497,coconut
16,6,29,5.868285082,29.28725038,91.95614918,132.1491176,coconut
32,11,31,6.205931638,25.06871967,93.31410447,134.8419069,coconut
38,14,30,5.570745386,26.92449525,91.20106019,194.9022136,coconut
8,6,33,6.095261013,28.27804288,93.64761266,171.9457959,coconut
23,6,33,6.025789594,29.18032562,92.73041222,204.9603677,coconut
29,25,35,5.542873799,28.3575072,91.64509299,160.7306991,coconut
24,14,33,6.366219551,29.38072512,93.27565685,218.5241851,coconut
32,12,30,5.579845008,25.39241091,98.08951196,218.080385,coconut
30,25,31,5.804965067,26.31270635,98.62048026,208.1181381,coconut
14,21,35,6.121005506,29.52501367,91.91185319,194.3100272,coconut
27,22,29,6.000248647,28.83214859,92.17170353,145.4172387,coconut
40,5,29,5.820978791,28.48444906,97.76865458,160.389421,coconut
17,11,32,5.620733794,28.74013335,93.39676499,156.7650823,coconut
30,30,35,6.001936419,25.00872392,95.59224018,165.8092179,coconut
28,10,30,6.305740522,29.8690834,91.14723422,192.7678575,coconut
39,7,29,6.362544111,27.54273211,94.59086121,150.2012138,coconut
32,20,35,5.588655387,26.52166434,98.38227669,144.6261698,coconut
7,15,32,6.182232762,25.03512351,95.89739958,174.796583,coconut
29,17,29,5.959493188,29.20394909,95.66997327,211.2506267,coconut
34,15,34,5.677282678,27.05826457,91.10510371,224.7006953,coconut
14,23,25,5.612122797,26.18552389,96.96637916,135.4186222,coconut
18,19,29,6.206077742,27.59376845,92.48519606,162.8432736,coconut
7,21,35,5.764812076,25.76011662,94.65830608,131.2451414,coconut
24,27,34,6.203376525,28.87862994,95.11320315,145.0583117,coconut
39,29,29,6.143662699,26.50908611,94.48414544,199.8778403,coconut
29,8,28,6.100429497,26.87037587,91.72546257,214.4128874,coconut
10,24,27,5.708409601,27.57283516,94.90485697,145.9298935,coconut
0,29,32,5.868255858,28.05912437,98.3670985,171.6516396,coconut
32,11,31,6.461225827,29.51611558,92.56492864,131.2116167,coconut
37,10,32,6.165084855,28.96318258,95.16333673,222.803013,coconut
20,29,27,6.047044342,25.09897688,92.36099489,157.7592626,coconut
31,29,35,6.137102505,27.1872282,92.19906776,141.3220576,coconut
17,30,27,5.894027065,29.03065024,90.79093862,205.5720367,coconut
1,12,30,5.56222383,27.754298,95.94643831,131.0900076,coconut
6,13,29,5.832608028,27.31155708,99.96906006,201.8258633,coconut
15,28,32,6.218571874,28.84270971,99.64328526,224.4016682,coconut
27,24,29,6.142010637,26.61423461,96.97300803,191.006688,coconut
3,23,30,6.078807239,29.70143197,95.65754365,215.1968037,coconut
8,26,26,5.702484758,25.54759871,91.64194826,212.867626,coconut
20,28,26,5.547594847,26.37978453,91.49882979,167.0470997,coconut
26,18,27,5.836075368,27.45907759,92.90736493,142.1430003,coconut
1,6,35,6.231662767,27.02269204,95.71935435,147.1682459,coconut
27,30,31,5.718120393,28.98545306,90.73966792,148.8398374,coconut
23,7,34,5.852038202,26.1055118,91.52421214,134.1279669,coconut
0,26,31,5.547933273,25.0707247,95.02156793,192.9036306,coconut
38,6,25,6.156259104,25.54963273,96.92786777,191.2996157,coconut
25,12,26,6.436314406,28.56973521,95.67906668,134.8370348,coconut
40,5,32,5.981169595,26.07010807,96.7036223,143.533473,coconut
0,19,31,6.271952833,25.51791333,94.38420565,178.7297725,coconut
26,9,32,6.470465614,25.9490364,94.73860514,144.1571109,coconut
35,30,34,6.141502001,28.2974764,95.41122824,182.4482352,coconut
19,30,30,5.826381164,29.56549169,91.40896307,224.8315729,coconut
31,13,33,6.342463714,29.69952329,95.21224392,148.3003692,coconut
17,29,26,6.071897347,26.14162144,93.28415295,195.4115025,coconut
2,30,30,6.331051715,26.00175125,94.79998418,209.540094,coconut
30,13,25,6.413184638,27.15116142,91.48889469,164.9182225,coconut
8,15,33,5.50158009,28.97318719,98.09861043,213.9011021,coconut
18,12,35,6.338720873,26.13958446,96.38580769,131.3387935,coconut
8,28,30,6.015672239,25.51618488,94.33465411,135.1272491,coconut
40,22,29,5.735364307,27.55821802,99.98187601,174.6256481,coconut
27,10,33,6.465906333,27.81132822,97.48410555,154.0621221,coconut
21,20,31,5.855457599,25.60033702,99.7240104,165.8248732,coconut
3,9,35,6.318552973,26.91641934,99.84671638,225.6323656,coconut
22,16,27,6.006784979,29.1797902,90.27214288,188.9252083,coconut
27,8,30,6.008386283,26.44600063,98.29937782,221.2258168,coconut
22,8,33,5.665785202,28.43572863,95.8840407,203.9283708,coconut
28,27,32,5.764615485,28.94099669,93.00109012,191.7723087,coconut
23,21,26,5.901495544,26.45488737,93.45042636,149.2220255,coconut
37,5,34,5.779032666,25.79490531,93.84150618,152.4238712,coconut
19,26,29,5.67154928,26.93141945,98.80313612,166.5712879,coconut
133,47,24,7.231324765,24.40228894,79.19732001,90.8022356,cotton
136,36,20,6.925412377,23.09595631,84.86275707,71.29581071,cotton
104,47,18,7.633437412,23.9656349,76.97696717,90.75616738,cotton
133,47,23,6.827354668,24.88738107,75.62137159,89.76050416,cotton
126,38,23,6.176716425,25.36243778,83.63276077,88.43618918,cotton
126,50,19,6.628722836,24.69457084,81.7358876,78.58494391,cotton
113,41,20,7.256877571,25.0017188,80.53965818,96.32600992,cotton
121,45,22,6.443785385,22.45942937,81.30681027,64.23026638,cotton
121,47,16,7.723240151,23.60564038,79.29573149,72.49800885,cotton
129,60,22,5.947448589,24.58453146,79.12404171,71.94608134,cotton
107,45,25,7.227745516,23.0865933,83.55546146,71.84080724,cotton
122,59,18,6.219469084,23.5000992,83.63488952,79.81328183,cotton
140,38,15,6.021439523,24.1472953,75.88298598,69.91563467,cotton
102,49,21,6.253343655,24.69315538,84.84422454,89.799462,cotton
111,40,25,6.187455799,24.484692,84.44932014,90.94342484,cotton
131,35,18,7.057693366,24.49112609,82.24415809,64.02949379,cotton
135,43,16,6.720449769,23.47986888,81.73049149,86.76287924,cotton
100,46,18,6.431689506,24.18586246,76.04203958,69.08056728,cotton
123,39,24,7.453106264,25.00755095,78.17952126,86.06411872,cotton
117,56,15,7.368258226,25.99237426,77.0543546,89.1188212,cotton
121,36,24,7.352401887,23.66457347,81.69105088,99.36898373,cotton
101,58,18,6.652143699,25.66891439,81.38103349,78.59595817,cotton
107,42,24,6.144631795,22.04612876,84.62978302,86.00758678,cotton
100,41,22,7.318802162,22.4204752,84.55794703,93.46595573,cotton
125,39,21,7.954629324,25.03149561,82.21276599,95.0191318,cotton
105,60,23,6.207652157,23.53371386,77.21705554,87.54004943,cotton
102,46,19,6.631005298,22.77076388,82.5993307,81.49543437,cotton
131,49,22,7.306918817,25.49848236,79.9751579,67.05961949,cotton
139,35,15,5.898293044,25.248679,83.4630147,86.55517751,cotton
108,36,19,7.238566893,22.78249615,77.51235009,64.61444234,cotton
118,45,23,7.977651226,23.37044424,77.43198948,71.67870701,cotton
107,51,22,5.983075895,24.86560781,78.22080815,79.56866268,cotton
125,60,17,6.785723961,24.14386157,84.51591287,80.36146974,cotton
113,37,20,7.393441155,25.03300222,79.04368718,97.10087029,cotton
131,52,16,6.486068274,23.65724079,84.47601498,88.54479121,cotton
115,48,16,7.175934962,25.54359718,84.09229796,88.94245493,cotton
113,38,25,7.388265888,22.00085141,79.47270984,90.42224164,cotton
111,41,18,6.10539819,23.64328417,78.1258666,80.96157332,cotton
111,53,19,6.419536555,23.96436009,78.02763149,84.63148859,cotton
122,48,16,6.307585854,24.65425757,75.6350708,61.82980133,cotton
108,46,17,6.93221485,24.3017998,84.87668973,65.0247867,cotton
132,41,22,7.810865753,24.29144926,81.02453404,90.41694635,cotton
103,42,17,6.527541661,24.29470232,84.61527627,81.05902285,cotton
133,50,25,7.569454601,25.72180042,81.19666206,99.93100821,cotton
127,37,18,7.041065585,24.87663664,76.30050373,91.9223468,cotton
110,39,25,7.208795456,22.60612115,77.34264002,75.13617229,cotton
131,38,19,6.814341946,23.86814008,75.68339729,90.4547185,cotton
108,38,24,7.442217061,23.41022496,76.43836957,78.82199603,cotton
122,40,17,6.854558957,24.96440768,81.31677618,80.03995829,cotton
111,50,15,7.884550475,25.16820129,80.30351815,84.62419032,cotton
140,40,17,6.006085786,22.72767171,77.07598065,77.55176318,cotton
100,40,20,7.432043735,22.45145981,76.25674874,86.84998693,cotton
123,50,16,6.498052108,23.04920461,75.53835214,70.65644296,cotton
107,36,21,6.205263534,25.29250148,75.66653335,62.64174227,cotton
118,50,19,6.360812227,22.95604064,82.33733678,66.48339303,cotton
103,51,20,7.046607434,22.80213132,84.14668447,91.6389565,cotton
133,57,19,7.947011366,23.54234715,75.98203329,84.12536744,cotton
129,47,20,6.281913858,24.41212325,80.80343786,98.60457373,cotton
116,52,19,6.114525877,22.94276687,75.37170612,67.08022574,cotton
114,40,23,6.753978061,25.53676123,81.13668716,95.4262599,cotton
131,60,17,7.425041316,25.32023717,81.79475917,83.46532547,cotton
107,43,18,6.745104394,22.426733,81.53480799,65.54475812,cotton
123,44,21,7.641116569,25.78544484,75.00539324,91.39578861,cotton
112,49,25,6.470135478,25.68959532,77.90621048,66.19426787,cotton
119,44,15,7.091992365,22.14593688,82.8597549,60.65381719,cotton
130,59,19,6.520403794,25.07278712,82.50257909,93.51042684,cotton
127,53,24,6.127939628,22.21506982,76.17851932,70.40557612,cotton
134,52,18,7.994679507,23.9643129,76.59175937,76.13090645,cotton
109,36,18,7.524707577,25.40059227,76.53237965,62.5138867,cotton
100,48,17,7.827877818,23.7805123,83.03878838,66.26555904,cotton
132,52,19,6.436691764,24.16402322,76.7433897,61.94626051,cotton
102,37,25,5.907930899,25.31468463,77.91757121,72.82902109,cotton
111,39,22,6.135025006,22.60361557,80.3509046,88.57395505,cotton
117,51,15,6.044556594,22.9535715,78.71555832,99.75336197,cotton
136,36,24,7.59781958,22.74446976,80.41198458,90.07326633,cotton
134,56,18,6.691268104,23.80834611,83.91902605,70.97358303,cotton
112,54,15,6.175492306,25.46228792,81.56641891,76.88582484,cotton
105,56,15,7.272316209,25.96779712,81.97904282,74.14169043,cotton
140,45,15,5.801047545,25.5308271,80.04662756,99.39557151,cotton
126,46,25,6.757457943,24.43847399,81.69801729,60.79645852,cotton
106,49,24,6.983395573,23.03887865,76.47039772,90.64770699,cotton
121,53,19,7.976889498,23.51308653,76.72621429,80.11272117,cotton
108,60,17,6.558902588,22.75805656,76.75768356,97.76600619,cotton
116,56,17,7.979090365,24.71252544,77.7293114,85.24963302,cotton
100,52,19,7.903528673,23.45969093,82.44777468,93.50153555,cotton
129,43,16,6.73210948,25.5503704,77.85055621,78.58488484,cotton
118,44,23,6.691690476,22.08458267,82.82904143,67.06459777,cotton
117,43,25,7.839849298,24.68854799,78.51206972,69.31153566,cotton
126,37,21,6.61448588,25.84997269,84.16855231,77.03421249,cotton
120,48,16,7.456971816,22.46054478,75.40989245,71.85436078,cotton
102,45,16,7.2942193,23.65629976,77.52425987,74.8984994,cotton
131,56,20,7.762647875,22.00817088,81.83896111,92.23645249,cotton
114,40,17,6.363406102,24.32630461,80.13456404,69.45072055,cotton
101,37,18,7.63737841,22.92360984,82.68738535,92.91915074,cotton
106,46,20,6.200671976,23.43821725,78.63388824,81.15072105,cotton
113,38,20,6.364729934,22.10718988,78.58320116,74.94136567,cotton
102,53,21,6.913678684,23.03814028,76.11021529,91.49697481,cotton
110,39,18,7.766259769,24.54795322,75.39752705,63.88079866,cotton
107,58,15,7.55606399,23.73868041,75.77503808,76.63669195,cotton
120,60,15,7.288377241,22.31871914,83.86129998,65.35747011,cotton
89,47,38,6.002524871,25.52468965,72.24850829,151.8869972,jute
60,37,39,6.033485257,26.59104992,82.94164078,161.2469997,jute
63,41,45,7.121933579,25.29781791,86.8870535,196.6249511,jute
86,40,39,6.207459637,25.72100868,88.16513579,175.6086697,jute
96,41,40,6.090060478,23.58419277,72.00460848,190.4242157,jute
100,35,36,6.346715209,25.31042337,72.01364411,190.5577618,jute
63,37,43,6.661957897,23.41798979,85.08640476,185.7446728,jute
70,43,40,6.176860192,24.35564134,88.80391021,169.1168028,jute
67,55,44,7.251847296,26.284017,75.14640198,182.2685447,jute
74,40,40,6.386259978,25.13842773,83.12053888,169.3388465,jute
89,53,44,7.319735475,24.88692811,71.91711523,150.2498675,jute
74,46,45,6.025028997,25.75734909,88.36668522,189.4263485,jute
89,41,38,6.344751947,23.12844351,74.68322732,199.8362913,jute
60,55,40,7.02777956,24.9949957,88.95692783,151.4935635,jute
67,43,38,7.299304715,25.21622704,70.88259632,195.8645552,jute
70,38,35,7.014063944,24.39736241,79.26861738,164.2697011,jute
74,49,38,7.488014404,23.31410442,71.4509053,164.4970373,jute
90,40,39,6.626503893,25.72668885,81.86171563,191.9649389,jute
82,35,44,6.239011,26.96656378,78.21047693,169.8391177,jute
73,45,37,6.742688094,23.70467146,74.63745355,181.2783964,jute
85,53,38,6.588017308,24.90075709,73.84186449,153.8990984,jute
81,56,36,7.097586415,23.39605743,72.60512854,174.7876411,jute
84,55,38,6.956682743,26.8748389,79.78725152,173.1017097,jute
